solute,SMILES1,solvent,SMILES2,DeltaGsolv,type,eps,n,alpha,beta,gamma,phi**2,psi**2,beta**2,H,C,HC,CC,CC2,N,HN,HN2,CN,NC,NC2,NC3,O,HO,HO2,OC,CO2,ON,OO,F,Cl,Br,I,FC,ClC,BrC,IC,Si,OSi,P,HP,OP,S,HS,OS,SP,SS,TotalArea
p-bromophenol,C1=CC(=CC=C1O)Br,decanol,CCCCCCCCCCO,-10.32,abs,7.5305,1.4372,0.37,0.48,41.04,0.0,0.0,0.2304,60.239,54.176,32.606,72.755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.359,8.617,0.0,4.5,0.0,0.0,0.0,0.0,0.0,44.638,0.0,0.0,0.0,29.165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,177.412
methanol,CO,dibromoethane,CC(Br)Br,-2.38,abs,4.9313,1.5387,0.1,0.17,56.93,0.0,0.25,0.0289,52.775,11.719,26.292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.815,9.816,0.0,0.055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,84.309
ethanol,CCO,dibromoethane,CC(Br)Br,-2.69,abs,4.9313,1.5387,0.1,0.17,56.93,0.0,0.25,0.0289,77.419,14.671,42.861,9.102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.095,9.835,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,110.185
1-propanol,CCCO,dibromoethane,CC(Br)Br,-3.82,abs,4.9313,1.5387,0.1,0.17,56.93,0.0,0.25,0.0289,99.3,17.234,57.569,12.949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.022,9.837,0.0,0.011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,134.556
1-butanol,CCCCO,dibromoethane,CC(Br)Br,-4.65,abs,4.9313,1.5387,0.1,0.17,56.93,0.0,0.25,0.0289,121.113,19.833,72.23,16.122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.032,9.834,0.0,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,158.978
1-pentanol,CCCCCO,dibromoethane,CC(Br)Br,-5.44,abs,4.9313,1.5387,0.1,0.17,56.93,0.0,0.25,0.0289,141.224,22.687,86.487,19.584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.012,9.06,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,182.924
phenol,C1=CC=C(C=C1)O,dibromoethane,CC(Br)Br,-7.22,abs,4.9313,1.5387,0.1,0.17,56.93,0.0,0.25,0.0289,74.866,60.488,42.537,81.184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.392,8.575,0.0,4.305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,153.746
1-hexanol,CCCCCCO,dibromoethane,CC(Br)Br,-6.08,abs,4.9313,1.5387,0.1,0.17,56.93,0.0,0.25,0.0289,162.885,25.384,101.054,22.886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.013,9.054,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,207.282
p-cresol,CC1=CC=C(C=C1)O,dibromoethane,CC(Br)Br,-7.52,abs,4.9313,1.5387,0.1,0.17,56.93,0.0,0.25,0.0289,96.461,62.796,57.007,81.107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.429,8.595,0.0,4.172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,177.686
1-heptanol,CCCCCCCO,dibromoethane,CC(Br)Br,-6.64,abs,4.9313,1.5387,0.1,0.17,56.93,0.0,0.25,0.0289,184.583,28.065,115.633,26.186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.012,9.061,0.0,0.029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,231.66
p-bromophenol,C1=CC(=CC=C1O)Br,dibromoethane,CC(Br)Br,-9.01,abs,4.9313,1.5387,0.1,0.17,56.93,0.0,0.25,0.0289,60.239,54.176,32.606,72.755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.359,8.617,0.0,4.5,0.0,0.0,0.0,0.0,0.0,44.638,0.0,0.0,0.0,29.165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,177.412
n-octane,CCCCCCCC,dibutylether,CCCCOCCCC,-5.24,abs,3.0473,1.3992,0.0,0.45,35.98,0.0,0.0,0.2025,207.769,36.077,139.807,33.185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,243.846
toluene,CC1=CC=CC=C1,dibutylether,CCCCOCCCC,-4.87,abs,3.0473,1.3992,0.0,0.45,35.98,0.0,0.0,0.2025,98.561,67.889,66.586,87.814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,166.45
ethanol,CCO,dibutylether,CCCCOCCCC,-3.51,abs,3.0473,1.3992,0.0,0.45,35.98,0.0,0.0,0.2025,77.419,14.671,42.861,9.102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.095,9.835,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,110.185
"1,4-dioxane",C1COCCO1,dibutylether,CCCCOCCCC,-4.37,abs,3.0473,1.3992,0.0,0.45,35.98,0.0,0.0,0.2025,97.289,20.715,65.452,12.801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.312,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,146.316
2-butanone,CCC(=O)C,dibutylether,CCCCOCCCC,-3.78,abs,3.0473,1.3992,0.0,0.45,35.98,0.0,0.0,0.2025,96.603,29.05,65.096,24.549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.451,0.0,0.0,14.418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,148.104
aceticacid,CC(=O)O,dibutylether,CCCCOCCCC,-5.21,abs,3.0473,1.3992,0.0,0.45,35.98,0.0,0.0,0.2025,50.326,18.311,25.273,11.467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.233,9.17,0.0,21.68,8.338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,111.87
propanoicacid,CC(=O)CC(=O)NC1=CC(=C(C=C1OC)OC)Cl,dibutylether,CCCCOCCCC,-6.11,abs,3.0473,1.3992,0.0,0.45,35.98,0.0,0.0,0.2025,74.142,20.699,41.287,15.316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.789,9.179,0.0,20.114,7.933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,135.63
diethylamine,CCNCC,dibutylether,CCCCOCCCC,-3.8,abs,3.0473,1.3992,0.0,0.45,35.98,0.0,0.0,0.2025,124.959,25.41,76.627,15.564,0.0,7.528,7.802,0.0,3.569,60.145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,157.896
pyridine,C1=CC=NC=C1,dibutylether,CCCCOCCCC,-4.65,abs,3.0473,1.3992,0.0,0.45,35.98,0.0,0.0,0.2025,64.653,57.425,43.744,60.8,0.0,14.301,0.0,0.0,11.58,47.197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,136.379
2-methylpyrazine,CC1=NC=CN=C1,dibutylether,CCCCOCCCC,-5.12,abs,3.0473,1.3992,0.0,0.45,35.98,0.0,0.0,0.2025,74.327,52.449,50.184,38.678,0.0,27.702,0.0,0.0,20.426,89.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,154.478
2-methylpyridine,CC1=CC=CC=N1,dibutylether,CCCCOCCCC,-5.2,abs,3.0473,1.3992,0.0,0.45,35.98,0.0,0.0,0.2025,87.059,60.697,58.819,66.119,0.0,13.07,0.0,0.0,8.805,40.972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,160.826
2-ethylpyrazine,CCC1=NC=CN=C1,dibutylether,CCCCOCCCC,-5.87,abs,3.0473,1.3992,0.0,0.45,35.98,0.0,0.0,0.2025,97.567,54.82,65.833,41.745,0.0,26.231,0.0,0.0,19.752,84.608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,178.618
dibutylether,CCCCOCCCC,dibutylether,CCCCOCCCC,-5.76,abs,3.0473,1.3992,0.0,0.45,35.98,0.0,0.0,0.2025,209.782,37.576,141.121,31.014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.189,0.0,0.0,0.342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,258.547
nitromethane,C[N+](=O)[O-],dibutylether,CCCCOCCCC,-3.67,abs,3.0473,1.3992,0.0,0.45,35.98,0.0,0.0,0.2025,36.939,11.231,24.965,0.0,0.0,4.146,0.0,0.0,4.454,14.279,0.0,0.0,53.926,0.0,0.0,0.0,0.0,32.482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,106.242
hydrogenperoxide,OO,dibutylether,CCCCOCCCC,-5.75,abs,3.0473,1.3992,0.0,0.45,35.98,0.0,0.0,0.2025,27.746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.198,19.784,0.0,0.0,0.0,0.0,28.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,71.944
methanol,CO,dichloroethane,CC(Cl)Cl,-2.53,abs,10.125,1.4448,0.1,0.11,45.86,0.0,0.25,0.0121,52.775,11.719,26.292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.815,9.816,0.0,0.055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,84.309
ethanol,CCO,dichloroethane,CC(Cl)Cl,-2.83,abs,10.125,1.4448,0.1,0.11,45.86,0.0,0.25,0.0121,77.419,14.671,42.861,9.102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.095,9.835,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,110.185
1-propanol,CCCO,dichloroethane,CC(Cl)Cl,-3.85,abs,10.125,1.4448,0.1,0.11,45.86,0.0,0.25,0.0121,99.3,17.234,57.569,12.949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.022,9.837,0.0,0.011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,134.556
1-butanol,CCCCO,dichloroethane,CC(Cl)Cl,-4.92,abs,10.125,1.4448,0.1,0.11,45.86,0.0,0.25,0.0121,121.113,19.833,72.23,16.122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.032,9.834,0.0,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,158.978
1-pentanol,CCCCCO,dichloroethane,CC(Cl)Cl,-5.45,abs,10.125,1.4448,0.1,0.11,45.86,0.0,0.25,0.0121,141.224,22.687,86.487,19.584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.012,9.06,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,182.924
phenol,C1=CC=C(C=C1)O,dichloroethane,CC(Cl)Cl,-7.48,abs,10.125,1.4448,0.1,0.11,45.86,0.0,0.25,0.0121,74.866,60.488,42.537,81.184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.392,8.575,0.0,4.305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,153.746
1-hexanol,CCCCCCO,dichloroethane,CC(Cl)Cl,-6.02,abs,10.125,1.4448,0.1,0.11,45.86,0.0,0.25,0.0121,162.885,25.384,101.054,22.886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.013,9.054,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,207.282
o-cresol,CC1=CC=CC=C1O,dichloroethane,CC(Cl)Cl,-7.73,abs,10.125,1.4448,0.1,0.11,45.86,0.0,0.25,0.0121,96.156,63.514,56.868,82.409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.657,8.542,0.0,3.438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,175.327
m-cresol,CC1=CC(=CC=C1)O,dichloroethane,CC(Cl)Cl,-6.91,abs,10.125,1.4448,0.1,0.11,45.86,0.0,0.25,0.0121,96.138,62.885,56.85,81.215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.419,8.543,0.0,4.237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,177.442
p-cresol,CC1=CC=C(C=C1)O,dichloroethane,CC(Cl)Cl,-7.75,abs,10.125,1.4448,0.1,0.11,45.86,0.0,0.25,0.0121,96.461,62.796,57.007,81.107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.429,8.595,0.0,4.172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,177.686
1-heptanol,CCCCCCCO,dichloroethane,CC(Cl)Cl,-6.79,abs,10.125,1.4448,0.1,0.11,45.86,0.0,0.25,0.0121,184.583,28.065,115.633,26.186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.012,9.061,0.0,0.029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,231.66
benzaldehyde,C1=CC=C(C=C1)C=O,dichloroethane,CC(Cl)Cl,-7.23,abs,10.125,1.4448,0.1,0.11,45.86,0.0,0.25,0.0121,72.554,71.432,48.992,90.541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.091,0.0,0.0,15.556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,168.078
acetophenone,CC(=O)C1=CC=CC=C1,dichloroethane,CC(Cl)Cl,-7.83,abs,10.125,1.4448,0.1,0.11,45.86,0.0,0.25,0.0121,92.659,73.893,62.626,95.692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.358,0.0,0.0,14.284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,188.909
aceticacid,CC(=O)O,dichloroethane,CC(Cl)Cl,-4.89,abs,10.125,1.4448,0.1,0.11,45.86,0.0,0.25,0.0121,50.326,18.311,25.273,11.467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.233,9.17,0.0,21.68,8.338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,111.87
propanoicacid,CC(=O)CC(=O)NC1=CC(=C(C=C1OC)OC)Cl,dichloroethane,CC(Cl)Cl,-5.12,abs,10.125,1.4448,0.1,0.11,45.86,0.0,0.25,0.0121,74.142,20.699,41.287,15.316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.789,9.179,0.0,20.114,7.933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,135.63
butanoicacid,C1=CN=C(C=C1CO)C2=NC=CC(=C2)CO,dichloroethane,CC(Cl)Cl,-5.83,abs,10.125,1.4448,0.1,0.11,45.86,0.0,0.25,0.0121,96.172,23.176,56.103,18.152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.743,9.17,0.0,20.084,7.915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,160.091
pentanoicacid,C=CCCC(=O)O,dichloroethane,CC(Cl)Cl,-6.47,abs,10.125,1.4448,0.1,0.11,45.86,0.0,0.25,0.0121,117.904,25.808,70.707,21.385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.759,9.17,0.0,20.066,7.915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,184.471
hexanoicacid,C1=CC=C(C=C1)C[Si](Cl)(Cl)Cl,dichloroethane,CC(Cl)Cl,-7.33,abs,10.125,1.4448,0.1,0.11,45.86,0.0,0.25,0.0121,139.578,28.494,85.277,24.684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.756,9.169,0.0,20.059,7.914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,208.827
methylacetate,CC(=O)OC,dichloroethane,CC(Cl)Cl,-4.55,abs,10.125,1.4448,0.1,0.11,45.86,0.0,0.25,0.0121,73.933,27.914,49.895,10.989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.918,0.0,0.0,18.545,7.641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,136.765
methylpropanoate,CC(C)C(=O)[O-],dichloroethane,CC(Cl)Cl,-4.87,abs,10.125,1.4448,0.1,0.11,45.86,0.0,0.25,0.0121,97.741,30.312,65.908,14.853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.44,0.0,0.0,16.99,7.246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,160.493
ethylacetate,CCOC(=O)C,dichloroethane,CC(Cl)Cl,-4.93,abs,10.125,1.4448,0.1,0.11,45.86,0.0,0.25,0.0121,98.436,31.008,66.383,19.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.161,0.0,0.0,17.991,7.611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,162.605
propylacetate,CCCOC(=O)C,dichloroethane,CC(Cl)Cl,-5.4,abs,10.125,1.4448,0.1,0.11,45.86,0.0,0.25,0.0121,120.565,33.366,81.258,23.078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.124,0.0,0.0,17.99,7.617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,187.055
methylpentanoate,CCC(C)CC(=O)[O-],dichloroethane,CC(Cl)Cl,-5.97,abs,10.125,1.4448,0.1,0.11,45.86,0.0,0.25,0.0121,141.485,35.435,95.312,20.929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.404,0.0,0.0,16.935,7.233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,209.323
butylacetate,CCCCCC(=O)[O-],dichloroethane,CC(Cl)Cl,-5.93,abs,10.125,1.4448,0.1,0.11,45.86,0.0,0.25,0.0121,142.384,35.988,95.928,26.258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.112,0.0,0.0,17.986,7.617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,211.484
methylhexanoate,CCCCCC(=O)OC,dichloroethane,CC(Cl)Cl,-6.57,abs,10.125,1.4448,0.1,0.11,45.86,0.0,0.25,0.0121,163.165,38.119,109.887,24.226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.401,0.0,0.0,16.932,7.232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,233.686
pentylacetate,CCCCCOC(=O)C,dichloroethane,CC(Cl)Cl,-6.64,abs,10.125,1.4448,0.1,0.11,45.86,0.0,0.25,0.0121,164.048,38.675,110.491,29.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.112,0.0,0.0,17.988,7.617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,235.834
ethylamine,CCN,dichloroethane,CC(Cl)Cl,-3.19,abs,10.125,1.4448,0.1,0.11,45.86,0.0,0.25,0.0121,89.43,14.194,42.357,8.715,0.0,11.88,18.548,0.0,2.003,38.556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,115.505
propylamine,CCCN,dichloroethane,CC(Cl)Cl,-4.04,abs,10.125,1.4448,0.1,0.11,45.86,0.0,0.25,0.0121,111.065,16.847,56.953,12.735,0.0,11.893,18.496,0.0,1.615,38.555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,139.805
butylamine,CCCCN,dichloroethane,CC(Cl)Cl,-4.34,abs,10.125,1.4448,0.1,0.11,45.86,0.0,0.25,0.0121,132.847,19.503,71.584,15.978,0.0,11.893,18.504,0.0,1.624,38.554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,164.243
diethylamine,CCNCC,dichloroethane,CC(Cl)Cl,-4.0,abs,10.125,1.4448,0.1,0.11,45.86,0.0,0.25,0.0121,124.959,25.41,76.627,15.564,0.0,7.528,7.802,0.0,3.569,60.145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,157.896
pyridine,C1=CC=NC=C1,dichloroethane,CC(Cl)Cl,-5.53,abs,10.125,1.4448,0.1,0.11,45.86,0.0,0.25,0.0121,64.653,57.425,43.744,60.8,0.0,14.301,0.0,0.0,11.58,47.197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,136.379
aniline,C1=CC=C(C=C1)N,dichloroethane,CC(Cl)Cl,-7.39,abs,10.125,1.4448,0.1,0.11,45.86,0.0,0.25,0.0121,88.183,59.941,42.242,80.39,0.0,10.955,18.043,0.0,2.956,13.812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,159.079
m-hydroxybenzaldehyde,C1=CC(=CC(=C1)O)C=O,dichloroethane,CC(Cl)Cl,-10.11,abs,10.125,1.4448,0.1,0.11,45.86,0.0,0.25,0.0121,70.134,66.484,39.182,83.897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.448,8.618,0.0,20.102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,179.066
p-hydroxybenzaldehyde,C1=CC(=CC=C1C=O)O,dichloroethane,CC(Cl)Cl,-10.7,abs,10.125,1.4448,0.1,0.11,45.86,0.0,0.25,0.0121,70.02,66.531,39.114,84.045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.406,8.601,0.0,20.513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,178.958
